Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2024-25,2024-07-24,7c61cf77-9584-42d0-9d99-3052df7b6c5f,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll payments are for transportation and do not inherently involve R&D activities.,No,No,Yes,Ensure travel is directly related to business activities.; Keep toll receipts for substantiation.
FY2023-24,2023-10-16,9a3eac32-63cb-4640-83dd-715ef3adf8e1,AJ Grant Restorations Pty Ltd,2766.5,Dehumidifier - Large,Repairs & Maintenance,95,Section 8-1,2766.5,Yes,No,90,"The transaction relates to disaster recovery services, specifically dehumidifying and air scrubbing. While the 'Extended Drying' component could poten",No,No,Yes,"Ensure proper documentation (invoice, receipts) is retained to support the deduction.; Confirm the expense was incurred in deriving assessable income."
FY2023-24,2023-10-18,561e2e0e-c0bb-498f-9c0d-6d7f4d293788,AJ Grant Restorations Pty Ltd,4721.2,HEPA Vacuum $25/day,Repairs and Maintenance,90,Section 8-1,4721.2,Yes,No,80,"The transaction appears to be for standard disaster recovery services, including equipment rental, consumables, and a qualified technician. There is n",No,No,Yes,"Ensure proper documentation (receipts, SOW) is retained to support the deduction.; Review the SOW for any potential capital expenditure."
FY2025-26,2025-10-21,f03e7ce1-47f5-44a4-b9d3-82ba5c4a88f0,Prisma,78.49,Phill,Professional Services,60,Section 8-1,78.49,Yes,No,60,The description 'from Prisma - Phill' is insufficient to determine if the expense relates to R&D activities. There is no indication of systematic expe,No,No,Yes,Requires receipt to substantiate the expense.; Need further information to determine the nature of the service provided by 'Prisma - Phill' to ensure it is wholly and exclusively for business purposes
FY2023-24,2023-09-21,23805f28-53d4-4cce-aced-ba944a1fb8b4,Claim Central Pty Ltd ABN 61102685343,606.42,Disposal,Repairs and Maintenance,90,Section 8-1,606.42,Yes,No,80,"The transaction appears to relate to standard disaster recovery services, including disposal, cleaning, and makesafe activities. While 'Thermal imagin",No,No,Yes,Ensure proper documentation (receipts) is maintained to support the deduction.; Review 'Makesafe' component to ensure it is not capital in nature.
FY2023-24,2023-11-10,3ea5b590-164a-47c1-9093-cb1e27f6ef0d,FEN Australia Pty Ltd,2138.62,Air Mover/s @ $29.70ea/day,Remediation,95,Section 8-1,2138.62,Yes,No,80,"The transaction relates to remediation works, which typically involves applying established techniques and procedures to restore a site to its origina",No,No,Yes,"Ensure proper documentation (receipts, invoices, contracts) is maintained to support the deduction.; Review allocation of expenses to ensure they directly relate to income-producing activities."
FY2024-25,2024-07-12,6163a083-8571-4cfb-b648-03ad8c92aae2,Grow Funding,653.07,Loan repayment,Finance,95,Section 8-1,653.07,Yes,No,90,Loan repayments are not considered R&D activities. There is no indication of R&D activity in the transaction description.,No,No,Yes,Ensure loan agreement is available to verify terms and conditions.; Confirm the purpose of the loan and that it was used for business purposes.
FY2024-25,2024-07-09,ba516399-8898-4a69-87ac-fd1e19c61b96,Adobe Acrobat,34.99,Adobe,Software,95,Section 8-1,34.99,Yes,No,80,Subscription to Adobe Acrobat is unlikely to be considered R&D. It is a standard software used for document creation and editing. There is no indicati,No,No,Yes,
FY2024-25,2025-01-19,235323cf-68dd-4033-b206-c206d3c1bf83,Vercel,33.42,Ai/Apps,Software,75,Section 8-1,33.42,Yes,Yes,60,"The description 'Ai/Apps' suggests potential R&D, but lacks sufficient detail to confirm all four elements of Division 355. It's unclear if the activi",No,No,Yes,Obtain detailed invoice or description of services to confirm deductibility and assess potential R&D eligibility.
FY2024-25,2024-07-09,3d92c773-c020-48d0-a56c-72c0e9be5486,GoDaddy,26.86,Phill,Software,85,Section 8-1,26.86,Yes,No,70,GoDaddy is a common provider of domain registration and website hosting. The description 'Phill' is insufficient to determine if this relates to R&D a,No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.; Confirm business use of the GoDaddy service.
FY2024-25,2024-07-10,5abdf329-a41b-4ab8-8eb6-2180669201d1,,7145.72,Bank Transfer to American Express .,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The transaction description 'Bank Transfer to American Express' provides no details about the u,No,No,Yes,"Need to determine the nature of the American Express charges to assess deductibility and compliance requirements. Obtain supporting documentation (e.g., Amex statement)."
FY2024-25,2024-07-12,ecb0d6ef-0963-4bd0-8e39-307420daf351,Adobe Acrobat,28.99,Adobe,Software,95,Section 8-1,28.99,Yes,No,80,"Subscription to Adobe Acrobat is unlikely to meet the R&D criteria. It is a standard software used for document creation and editing, and its use does",No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.
FY2023-24,2023-10-23,fe3ad2d5-681b-4c01-bd04-fe4651dd6d3f,Construct Services,1633.94,PPE per technician,Cleaning Services,95,Section 8-1,1633.94,Yes,No,80,The transaction appears to relate to standard cleaning and 'makesafe' services. While 'Thermal Fogging' and 'Airscrubbers/Hepa Filtration' might invol,No,No,Yes,"Ensure adequate documentation (receipts, invoices, logbooks for travel) is retained to support the deduction.; Review travel records to ensure compliance with substantiation rules."
FY2025-26,2025-10-20,cf4cb372-caf2-4cf2-a8e5-1bb8ed418d11,Zoom,26.35,Phill?,Software,95,Section 8-1,26.35,Yes,No,90,The transaction description 'from Zoom - Phill?' is insufficient to determine if the expense relates to R&D activities. It appears to be a standard Zo,No,No,Yes,Receipt from Zoom required to substantiate the expense.
FY2023-24,2023-10-31,0715edd2-35a5-4568-b94b-5db46a4adf87,Ampol Australia Pty Ltd,29.5,Fuel Account,Fuel,95,Section 8-1,29.5,Yes,No,90,Fuel expenses are a standard operational cost and do not typically qualify as R&D activities. There is no indication in the transaction description th,No,No,Yes,"Ensure adequate records are kept to substantiate the business use of the vehicles. Review logbooks or other evidence to determine if any private use component exists, which would reduce the deductible"
FY2023-24,2023-09-28,8bd36172-d61b-4e86-8f43-e0f66a6021e9,Construct Services,998.25,Administration Fee,Cleaning & Remediation,95,Section 8-1,998.25,Yes,No,80,The transaction appears to relate to standard cleaning and remediation activities. There is no indication of experimental activities or generation of ,No,No,Yes,
FY2024-25,2024-07-10,96f98020-c776-4ab9-a563-3a4a12b57486,Holiday Inn Express,514.72,Bron,Travel,95,Section 8-1,514.72,Yes,No,90,Accommodation expenses are generally not considered R&D activities. There is no indication that this expense directly contributes to a core or support,No,No,Yes,"Ensure travel is genuinely for business purposes.; Maintain adequate documentation (receipts, travel itinerary, purpose of travel)."
FY2024-25,2024-07-12,3c0d2372-4dcf-4412-9bed-3cc262fce6a3,Xero Australia,178.62,Monthly Fee,Software,95,Section 8-1,178.62,Yes,No,90,"Xero is a standard accounting software. The monthly fee is for using the software, not for conducting R&D activities. There is no indication of R&D ac",No,No,Yes,Ensure invoice is retained as evidence of expense.; Confirm the expense is wholly and exclusively for business purposes.
FY2024-25,2024-07-08,f99e0170-0c18-41c0-97bf-1a7d6f9822b0,Travelex,4929.35,Phill - Travel,Travel,95,Section 8-1,4929.35,Yes,No,90,The transaction description 'from Travelex - Phill - Travel' does not provide any indication that the travel is related to R&D activities. There is no,No,No,Yes,"Requires receipts and itinerary to confirm business purpose of travel.; Determine if any portion of the travel relates to entertainment, which may have deductibility limitations."
FY2024-25,2024-07-09,cdfa2449-8012-4e35-975f-ed731f1ae9c5,Holiday Inn Express,80.5,Directors personal,Travel,90,Section 8-1,0,No,No,90,The transaction description 'Directors personal' and 'from Holiday Inn Express' does not suggest any R&D activity. It appears to be a personal expense,YES - REVIEW,YES - REVIEW,Yes,Expense appears to be personal in nature and may be subject to FBT or Division 7A implications if not properly substantiated and treated as a director's benefit.
FY2024-25,2025-01-19,d46bdf47-c1e6-48ba-9721-c15c4d0e9c27,Google,2.49,Phill?,Software,70,Section 8-1,2.49,Yes,No,60,The transaction description 'from Google - Phill?' is insufficient to determine if the expense relates to R&D activities. There is no indication of sy,No,No,Yes,Requires receipt from Google to verify the nature of the expense.; Need to understand what 'Phill?' refers to.
FY2024-25,2024-07-31,64f36c72-ebb2-4c8d-a5f3-c93ded4c443a,Ipswich Region Chamber of Commerce,35.5,General Admission - Chamber Member,Professional Services,85,Section 8-1,35.5,Yes,No,95,Attending a Chamber of Commerce event does not constitute R&D activity. There is no indication of experimental activities or generation of new knowled,No,No,Yes,"Ensure receipt is retained as evidence of the expense.; Consider if any entertainment was provided, which may limit deductibility."
FY2024-25,2025-05-08,ad27f3eb-7b1d-41c9-983a-af3b9e38d6ad,AJ Grant Restorations Pty Ltd,181.5,Report Fee,Professional Services,85,Section 8-1,181.5,Yes,No,70,A 'Report Fee' is unlikely to meet the criteria for R&D. There is no indication of experimental activities or generation of new knowledge.,No,No,Yes,Obtain and retain the report to support the deduction.
FY2024-25,2025-01-20,178bb96b-27cb-4a67-b0dc-f4b2e6f4430a,WordPress,41.14,CARSI website ??,Software,75,Section 8-1,41.14,Yes,No,60,The description 'CARSI website ??' is too vague to determine if the activity meets the R&D criteria. There is no indication of systematic experimentat,No,No,Yes,Obtain detailed invoice or description to confirm the nature of the website service. Ensure the expense is wholly and exclusively for business purposes.
FY2024-25,2024-07-12,807f4ebf-23d5-4163-9e8f-e80e6aa80206,ipswich City Council,106,Trailer disposal,Waste Disposal,95,Section 8-1,106,Yes,No,90,Disposal of a trailer does not inherently involve R&D activities. There is no indication of experimental activities or generation of new knowledge.,No,No,Yes,Ensure proper documentation (receipt from Ipswich City Council) is retained to support the deduction.
FY2024-25,2024-07-12,01899569-f8a9-4dcb-b543-b10504f5ce41,,10000,Bank Transfer from Westpac Tax Account.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Tax Account' provides no details about the nature o,No,No,Yes,Need supplier invoice/receipt to determine the nature of the expense and its deductibility.; Determine if the expense is capital or revenue in nature.
FY2024-25,2025-01-20,7783d9f1-984a-4fb0-b585-605920821426,Zoom,24.63,Phill?,Software,95,Section 8-1,24.63,Yes,No,90,"The transaction is for Zoom services, which are standard communication software. There is no indication of R&D activities based on the provided inform",No,No,Yes,Ensure invoice is retained as evidence of expense.; Confirm business use.
FY2024-25,2025-04-17,4a570bd3-1e46-4d41-a706-6901aaa841df,AJ Grant Restorations Pty Ltd,181.5,Report Fee,Professional Services,85,Section 8-1,181.5,Yes,No,70,"The transaction is for a 'Report Fee'. Without further information, it's impossible to determine if the report relates to R&D activities or meets the ",No,No,Yes,Ensure the report is for business purposes to support deductibility.
FY2024-25,2025-06-06,8bae6ec5-e09e-4f6e-9bdd-2b124e5b9bf3,Department of Transport,98.65,Annual registration renewal of AO1229 - Phill's trailer I think,Motor Vehicle Expenses,95,Section 8-1,98.65,Yes,No,95,Annual registration renewal is a routine activity and does not involve R&D.,No,No,Yes,"Ensure trailer is used for business purposes. If there is private use, the deduction should be apportioned."
FY2025-26,2025-11-10,1b0706bd-f2e3-411b-bd4e-e88dd36ff263,Ampol,65.99,,Travel,95,Section 8-1,65.99,Yes,No,90,Purchase of fuel from Ampol does not indicate R&D activity.,No,No,Yes,Ensure adequate records are kept to substantiate the business purpose of the fuel purchase.; Consider private use apportionment if applicable.
FY2024-25,2025-02-04,1a917f9e-b503-40d1-9082-a36bccc2c766,AJ Grant Restorations Pty Ltd,5388.9,Chemicals,Restoration Services,95,Section 8-1,5388.9,Yes,No,85,The transaction appears to relate to standard restoration services and equipment hire. There is no indication of experimental activities or generation,No,No,Yes,"Ensure adequate documentation (receipts, invoices) is retained to support the deduction.; Review travel expenses to ensure they are wholly and exclusively for business purposes."
FY2025-26,2025-10-30,83f1e3ff-74da-49d2-b5b6-5a020a728df0,United Petroleum,72.23,,Travel,95,Section 8-1,72.23,Yes,No,90,Purchase of fuel from United Petroleum does not indicate R&D activity.,No,No,Yes,
FY2024-25,2024-07-05,0ede63ca-4326-4748-833d-cbe27ab78387,,10600,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Everyday Banking' provides no details about the nat,No,No,Yes,Requires detailed invoice or receipt to determine the nature of the expense and its deductibility.; Need to determine if the expense is capital or revenue in nature.
